0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.052739,0.028767,0.081506,0.18699,0.028767,0.12945,0.081506,0.10548
0.047328,0.014483,0.057017,0.16126,0.32613,0.10832,0.023455,0.056301
0.035419,0.026109,0.041535,0.12839,0.43872,0.067297,0.035825,0.030752
0.044798,0.034727,0.089762,0.14042,0.1677,0.11368,0.07399,0.095997
0.045722,0.025272,0.068953,0.10487,0.24229,0.21505,0.079821,0.14801
0.055826,0.032925,0.081762,0.17662,0.29407,0.13084,0.090452,0.092531
0.067097,0.041575,0.071945,0.13957,0.69692,0.1157,0.07788,0.18863
0.07962,0.032124,0.09784,0.14686,0.6566,0.13966,0.09081,0.16577
0.069499,0.058915,0.12736,0.25462,0.53781,0.18567,0.11463,0.17015
0.095078,0.037195,0.10327,0.25461,0.55365,0.2045,0.10793,0.17813
0.081123,0.039831,0.13593,0.26123,0.49903,0.21489,0.10357,0.16635
0.12126,0.052161,0.21625,0.68329,0.91355,0.20088,0.15964,0.28012
0.11947,0.056627,0.27042,0.72852,0.69862,0.22059,0.13315,0.20065
0.11603,0.056538,0.17301,0.49932,0.82976,0.27533,0.17229,0.23391
0.13952,0.075043,0.26196,0.62002,0.8326,0.25577,0.15927,0.27574
0.12273,0.077,0.28771,0.61701,0.90428,0.29246,0.1758,0.27931
0.16401,0.083305,0.29102,0.6931,0.94678,0.30911,0.23201,0.36707
0.1633,0.075558,0.28707,0.64652,1.1846,0.41219,0.2434,0.39525
0.17525,0.099245,0.2987,0.84876,1.44,0.40057,0.23038,0.37652
0.17815,0.092778,0.33363,0.8351,1.2144,0.43561,0.29905,0.46576
0.21352,0.093848,0.32387,0.85865,1.4823,0.4873,0.31023,0.54277
0.20546,0.10871,0.35262,0.88815,1.6226,0.49108,0.2964,0.47496
0.2564,0.11576,0.40275,1.0637,1.6435,0.54376,0.32525,0.55803
0.23281,0.12309,0.47287,1.1129,1.9745,0.58196,0.35646,0.59366
0.24598,0.13549,0.50347,1.2136,1.8537,0.69854,0.38536,0.61111
0.26914,0.14421,0.53018,1.2496,1.9338,0.61417,0.39213,0.62634
0.27512,0.15326,0.5665,1.4104,2.2759,0.7439,0.44947,0.70131
0.30398,0.15311,0.57568,1.4204,2.1381,0.73274,0.47025,0.79845
0.32132,0.17565,0.61037,1.65,2.3123,0.90509,0.54828,0.89193
0.35847,0.19612,0.66075,1.591,2.3852,0.81822,0.53025,0.80754
0.35143,0.1994,0.78179,1.6369,2.6975,0.87609,0.59046,0.88289
0.40273,0.22088,0.83679,1.9805,3.0208,0.93786,0.67608,1.0707
0.42671,0.25402,0.90891,2.2075,2.8697,0.94133,0.65638,1.0393
0.41322,0.22387,0.86619,2.0154,3.3985,1.0485,0.70412,1.0795
0.45175,0.24404,0.87093,2.1077,3.4452,1.1526,0.73579,1.2001
0.50834,0.26607,1.1336,2.2966,3.5882,1.1519,0.83442,1.3094
0.49463,0.26129,0.99836,2.4643,3.5949,1.3101,0.80051,1.2983
0.51788,0.28258,1.0702,2.4712,4.0609,1.4103,0.82603,1.347
0.54657,0.29605,1.176,2.763,3.9879,1.3259,0.87416,1.409
0.56223,0.31953,1.2204,2.8099,4.3137,1.4273,0.96794,1.5007
0.58176,0.33542,1.3403,3.0512,4.4774,1.796,0.97587,1.517
0.6489,0.39492,1.448,3.0162,4.6479,1.6952,1.0835,1.6642
0.6327,0.3616,1.6263,3.7206,5.212,1.9896,1.1119,1.7213
0.75808,0.43947,1.8005,3.8695,5.1655,2.1159,1.3146,2.0308
0.70428,0.40839,1.6463,4.0192,5.2904,2.1427,1.1991,1.9068
0.74152,0.44063,1.7198,3.8542,5.5239,2.2967,1.3416,2.0535
0.80472,0.46615,1.8954,4.2453,5.7979,2.2407,1.3902,2.1262
0.86943,0.5075,1.8543,4.2855,5.9265,2.4266,1.4187,2.2026
0.85859,0.48564,1.9319,4.471,6.3002,2.6005,1.5387,2.2735
0.9601,0.54289,2.0588,4.848,6.5124,2.869,1.6651,2.5199
0.92992,0.53991,2.2338,5.2755,6.7562,2.7237,1.611,2.4777
0.95072,0.58556,2.3104,5.3751,6.97,2.8545,1.6707,2.5463
1.0607,0.65016,2.3663,5.4269,7.1441,2.9422,1.8267,2.8465
1.0356,0.63093,2.4695,5.5395,7.4518,3.305,1.8505,2.7995
1.1148,0.67598,2.6428,5.8632,7.6542,3.486,2.0108,3.1007
1.1922,0.72964,2.7442,5.9655,8.4551,3.4845,2.0195,3.1733
1.1757,0.72595,2.8415,6.2418,8.4738,3.8764,2.18,3.3108
1.2883,0.7601,3.0344,6.6709,8.6156,4.328,2.3513,3.5677
1.2652,0.78618,3.224,6.9503,8.9038,4.3605,2.2937,3.5177
1.36,0.84573,3.2066,7.0376,9.1391,4.2194,2.3553,3.6147
1.3686,0.82944,3.2908,7.2341,9.3742,4.687,2.4433,3.7086
1.4093,0.88673,3.4907,7.4394,9.8387,5.0554,2.6481,4.0523
1.4834,0.90131,3.7926,7.9284,10.138,5.0444,2.6446,4.0567
1.5104,0.95181,3.8098,8.0555,10.246,5.0747,2.7785,4.2496
1.563,0.9677,3.8503,8.3,10.727,5.3286,2.8253,4.449
1.6264,0.99054,3.9618,8.7699,10.941,5.5631,2.9462,4.5633
1.7075,1.0795,4.1394,9.0809,11.462,5.8063,3.059,4.8411
1.7319,1.0872,4.2259,9.131,11.682,6.1932,3.2091,5.2285
1.7519,1.1576,4.7318,9.4011,11.911,6.2248,3.3451,5.1233
1.8004,1.2103,4.9576,9.8273,12.549,6.4363,3.3626,5.4063
1.8781,1.237,4.9357,10.056,12.591,6.735,3.4617,5.3902
1.908,1.2376,4.949,10.234,12.843,6.8922,3.561,5.6208
2.0161,1.2992,5.1682,10.907,13.127,7.1973,3.6462,5.74
2.0188,1.3506,5.4528,11.116,13.47,7.4409,3.7862,5.976
2.0849,1.3661,5.4778,11.257,13.834,7.7652,3.9434,6.1155
2.1297,1.4111,5.6563,11.595,14.13,8.1292,4.0952,6.2546
2.2402,1.4764,5.9056,11.951,14.393,8.362,4.1104,6.6
2.308,1.527,6.0081,12.169,14.753,8.6151,4.3299,6.9283
2.3009,1.541,6.1569,12.554,15.183,9.0693,4.3574,6.955
2.3544,1.5979,6.404,12.926,15.598,9.3361,4.4943,7.1442
2.4511,1.6289,6.4926,13.144,15.974,9.5011,4.6312,7.344
2.4736,1.6676,6.7062,13.534,16.036,9.7614,4.6907,7.4838
2.5283,1.7104,6.8463,13.697,16.342,10.096,4.8123,7.6815
2.6167,1.7536,7.0531,14.324,16.647,10.24,4.9167,8.021
2.6531,1.8112,7.309,14.559,17.112,10.528,5.0865,8.3282
2.7144,1.8426,7.5216,15.127,17.337,10.886,5.1607,8.3846
2.7816,1.9056,7.5906,15.209,17.708,11.104,5.2801,8.5392
2.8214,1.9382,7.9463,15.777,17.939,11.507,5.4046,8.7473
2.8917,1.9783,7.9678,16.001,18.249,11.917,5.531,9.0631
2.9594,2.0225,8.1714,16.18,18.84,12.131,5.6733,9.259
3.0191,2.0714,8.3311,16.489,18.994,12.78,5.762,9.3994
3.0789,2.1211,8.5537,16.968,19.346,12.815,5.9024,9.6853
3.1386,2.186,8.7492,17.366,19.624,13.055,5.9845,9.8601
3.1648,2.2061,8.9081,17.798,19.795,13.523,6.0885,10.009
3.2524,2.2552,9.1148,17.861,20.169,13.801,6.2382,10.362
3.2781,2.329,9.2579,18.179,20.649,14.25,6.3696,10.592
3.341,2.345,9.4462,18.639,20.703,14.687,6.5173,10.785
3.4385,2.4229,9.7026,18.972,21.093,14.845,6.5785,10.986
3.447,2.439,9.8073,19.381,21.451,15.148,6.7342,11.122
3.5137,2.483,10.06,19.819,21.676,15.393,6.7959,11.421
3.5724,2.5268,10.195,19.961,21.825,15.773,6.9335,11.547
3.6747,2.6038,10.416,20.201,22.091,16.441,7.2185,12.107
3.7076,2.6381,10.557,20.509,22.439,16.743,7.1914,12.136
3.7407,2.6604,10.704,20.88,22.835,16.993,7.2954,12.249
3.7886,2.7122,10.95,21.116,23.134,17.209,7.3775,12.49
3.8446,2.7553,11.24,21.67,23.361,17.485,7.5252,12.679
3.9246,2.798,11.279,21.837,23.443,18.003,7.7174,13.163
3.9798,2.845,11.641,22.296,23.723,18.443,7.8115,13.352
